;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 3/18/2015 5:04:38 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,1463 :: 		
0x0295	0x2AAE      	GOTO       INT3216EOK
;__Lib_MathDouble.c,1465 :: 		
0x0296	0x09F2      	COMF       R2, 1
;__Lib_MathDouble.c,1466 :: 		
0x0297	0x09F1      	COMF       R1, 1
;__Lib_MathDouble.c,1467 :: 		
0x0298	0x0AF1      	INCF       R1, 1
;__Lib_MathDouble.c,1468 :: 		
0x0299	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1469 :: 		
0x029A	0x0AF2      	INCF       R2, 1
;__Lib_MathDouble.c,1470 :: 		
0x029B	0x2AAE      	GOTO       INT3216EOK
;__Lib_MathDouble.c,1472 :: 		
IRES016:
;__Lib_MathDouble.c,1473 :: 		
0x029C	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,1474 :: 		
0x029D	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,1475 :: 		
0x029E	0x2AAE      	GOTO       INT3216EOK
;__Lib_MathDouble.c,1476 :: 		
SETIOV16:
;__Lib_MathDouble.c,1477 :: 		
0x029F	0x147B      	BSF        R11, 0
;__Lib_MathDouble.c,1478 :: 		
0x02A0	0x1FFB      	BTFSS      R11, 7
;__Lib_MathDouble.c,1479 :: 		
0x02A1	0x2AB1      	GOTO       INT3216EER
;__Lib_MathDouble.c,1481 :: 		
0x02A2	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,1482 :: 		
0x02A3	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,1483 :: 		
0x02A4	0x2AB1      	GOTO       INT3216EER
;__Lib_MathDouble.c,1484 :: 		
0x02A5	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,1485 :: 		
0x02A6	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,1486 :: 		
0x02A7	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,1487 :: 		
0x02A8	0x0DFA      	RLF        R10, 1
;__Lib_MathDouble.c,1488 :: 		
0x02A9	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,1489 :: 		
0x02AA	0x2AB1      	GOTO       INT3216EER
;__Lib_MathDouble.c,1491 :: 		
JPJSETIOV3224:
;__Lib_MathDouble.c,1492 :: 		
0x02AB	0x3001      	MOVLW      1
;__Lib_MathDouble.c,1493 :: 		
0x02AC	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,1494 :: 		
0x02AD	0x2AB3      	GOTO       INT3216EEE
;__Lib_MathDouble.c,1495 :: 		
INT3216EOK:
;__Lib_MathDouble.c,1496 :: 		
0x02AE	0x3000      	MOVLW      0
;__Lib_MathDouble.c,1497 :: 		
0x02AF	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,1498 :: 		
0x02B0	0x2AB3      	GOTO       INT3216EEE
;__Lib_MathDouble.c,1499 :: 		
INT3216EER:
;__Lib_MathDouble.c,1500 :: 		
0x02B1	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,1501 :: 		
0x02B2	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,1502 :: 		
INT3216EEE:
;__Lib_MathDouble.c,1505 :: 		
0x02B3	0x08FC      	MOVF       R12, 1
;__Lib_MathDouble.c,1507 :: 		
0x02B4	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1508 :: 		
0x02B5	0x2AB7      	GOTO       L_Double2Int_0
;__Lib_MathDouble.c,1510 :: 		
0x02B6	0x2171      	CALL       _SETIOV3224
;__Lib_MathDouble.c,1512 :: 		
L_Double2Int_0:
;__Lib_MathDouble.c,1513 :: 		
0x02B7	0x0871      	MOVF       R1, 0
;__Lib_MathDouble.c,1514 :: 		
0x02B8	0x00F0      	MOVWF      R0
;__Lib_MathDouble.c,1515 :: 		
0x02B9	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,1516 :: 		
0x02BA	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,1520 :: 		
L_end_Double2Int:
0x02BB	0x0008      	RETURN
; end of _Double2Int
_IntToStr:
;__Lib_Conversions.c,146 :: 		
;__Lib_Conversions.c,152 :: 		
0x02BC	0x1283      	BCF        STATUS, 5
0x02BD	0x1303      	BCF        STATUS, 6
0x02BE	0x01E3      	CLRF       IntToStr_negative_L0
0x02BF	0x01E4      	CLRF       IntToStr_negative_L0+1
;__Lib_Conversions.c,153 :: 		
0x02C0	0x085E      	MOVF       FARG_IntToStr_input, 0
0x02C1	0x00E5      	MOVWF      IntToStr_inword_L0
0x02C2	0x085F      	MOVF       FARG_IntToStr_input+1, 0
0x02C3	0x00E6      	MOVWF      IntToStr_inword_L0+1
;__Lib_Conversions.c,154 :: 		
0x02C4	0x3080      	MOVLW      128
0x02C5	0x065F      	XORWF      FARG_IntToStr_input+1, 0
0x02C6	0x00F0      	MOVWF      R0
0x02C7	0x3080      	MOVLW      128
0x02C8	0x0270      	SUBWF      R0, 0
0x02C9	0x1D03      	BTFSS      STATUS, 2
0x02CA	0x2ACD      	GOTO       L__IntToStr115
0x02CB	0x3000      	MOVLW      0
0x02CC	0x025E      	SUBWF      FARG_IntToStr_input, 0
L__IntToStr115:
0x02CD	0x1803      	BTFSC      STATUS, 0
0x02CE	0x2ADB      	GOTO       L_IntToStr23
;__Lib_Conversions.c,155 :: 		
0x02CF	0x3001      	MOVLW      1
0x02D0	0x00E3      	MOVWF      IntToStr_negative_L0
0x02D1	0x3000      	MOVLW      0
0x02D2	0x00E4      	MOVWF      IntToStr_negative_L0+1
;__Lib_Conversions.c,156 :: 		
0x02D3	0x085E      	MOVF       FARG_IntToStr_input, 0
0x02D4	0x3C00      	SUBLW      0
0x02D5	0x00E5      	MOVWF      IntToStr_inword_L0
0x02D6	0x085F      	MOVF       FARG_IntToStr_input+1, 0
0x02D7	0x1C03      	BTFSS      STATUS, 0
0x02D8	0x3E01      	ADDLW      1
0x02D9	0x01E6      	CLRF       IntToStr_inword_L0+1
0x02DA	0x02E6      	SUBWF      IntToStr_inword_L0+1, 1
;__Lib_Conversions.c,157 :: 		
L_IntToStr23:
;__Lib_Conversions.c,158 :: 		
0x02DB	0x0865      	MOVF       IntToStr_inword_L0, 0
0x02DC	0x00E7      	MOVWF      FARG_WordToStr_input
0x02DD	0x0866      	MOVF       IntToStr_inword_L0+1, 0
0x02DE	0x00E8      	MOVWF      FARG_WordToStr_input+1
0x02DF	0x0860      	MOVF       FARG_IntToStr_output, 0
0x02E0	0x00E9      	MOVWF      FARG_WordToStr_output
0x02E1	0x212E      	CALL       _WordToStr
;__Lib_Conversions.c,160 :: 		
0x02E2	0x3006      	MOVLW      6
0x02E3	0x00E1      	MOVWF      IntToStr_i_L0
0x02E4	0x3000      	MOVLW      0
0x02E5	0x00E2      	MOVWF      IntToStr_i_L0+1
;__Lib_Conversions.c,161 :: 		
L_IntToStr24:
0x02E6	0x0862      	MOVF       IntToStr_i_L0+1, 0
0x02E7	0x3C00      	SUBLW      0
0x02E8	0x1D03      	BTFSS      STATUS, 2
0x02E9	0x2AEC      	GOTO       L__IntToStr116
0x02EA	0x0861      	MOVF       IntToStr_i_L0, 0
0x02EB	0x3C00      	SUBLW      0
L__IntToStr116:
0x02EC	0x1803      	BTFSC      STATUS, 0
0x02ED	0x2B07      	GOTO       L_IntToStr25
;__Lib_Conversions.c,162 :: 		
0x02EE	0x0861      	MOVF       IntToStr_i_L0, 0
0x02EF	0x0760      	ADDWF      FARG_IntToStr_output, 0
0x02F0	0x00F2      	MOVWF      R2
0x02F1	0x3001      	MOVLW      1
0x02F2	0x0261      	SUBWF      IntToStr_i_L0, 0
0x02F3	0x00F0      	MOVWF      R0
0x02F4	0x3000      	MOVLW      0
0x02F5	0x1C03      	BTFSS      STATUS, 0
0x02F6	0x3E01      	ADDLW      1
0x02F7	0x0262      	SUBWF      IntToStr_i_L0+1, 0
0x02F8	0x00F1      	MOVWF      R0+1
0x02F9	0x0870      	MOVF       R0, 0
0x02FA	0x0760      	ADDWF      FARG_IntToStr_output, 0
0x02FB	0x0084      	MOVWF      FSR
0x02FC	0x0800      	MOVF       INDF, 0
0x02FD	0x00F0      	MOVWF      R0
0x02FE	0x0872      	MOVF       R2, 0
0x02FF	0x0084      	MOVWF      FSR
0x0300	0x0870      	MOVF       R0, 0
0x0301	0x0080      	MOVWF      INDF
;__Lib_Conversions.c,163 :: 		
0x0302	0x3001      	MOVLW      1
0x0303	0x02E1      	SUBWF      IntToStr_i_L0, 1
0x0304	0x1C03      	BTFSS      STATUS, 0
0x0305	0x03E2      	DECF       IntToStr_i_L0+1, 1
;__Lib_Conversions.c,164 :: 		
0x0306	0x2AE6      	GOTO       L_IntToStr24
L_IntToStr25:
;__Lib_Conversions.c,165 :: 		
0x0307	0x0860      	MOVF       FARG_IntToStr_output, 0
0x0308	0x0084      	MOVWF      FSR
0x0309	0x3020      	MOVLW      32
0x030A	0x0080      	MOVWF      INDF
;__Lib_Conversions.c,166 :: 		
0x030B	0x0863      	MOVF       IntToStr_negative_L0, 0
0x030C	0x0464      	IORWF      IntToStr_negative_L0+1, 0
0x030D	0x1903      	BTFSC      STATUS, 2
0x030E	0x2B25      	GOTO       L_IntToStr26
;__Lib_Conversions.c,167 :: 		
0x030F	0x01E1      	CLRF       IntToStr_i_L0
0x0310	0x01E2      	CLRF       IntToStr_i_L0+1
;__Lib_Conversions.c,168 :: 		
L_IntToStr27:
0x0311	0x0861      	MOVF       IntToStr_i_L0, 0
0x0312	0x0760      	ADDWF      FARG_IntToStr_output, 0
0x0313	0x0084      	MOVWF      FSR
0x0314	0x0800      	MOVF       INDF, 0
0x0315	0x3A20      	XORLW      32
0x0316	0x1D03      	BTFSS      STATUS, 2
0x0317	0x2B1C      	GOTO       L_IntToStr28
0x0318	0x0AE1      	INCF       IntToStr_i_L0, 1
0x0319	0x1903      	BTFSC      STATUS, 2
0x031A	0x0AE2      	INCF       IntToStr_i_L0+1, 1
0x031B	0x2B11      	GOTO       L_IntToStr27
L_IntToStr28:
;__Lib_Conversions.c,169 :: 		
0x031C	0x3001      	MOVLW      1
0x031D	0x02E1      	SUBWF      IntToStr_i_L0, 1
0x031E	0x1C03      	BTFSS      STATUS, 0
0x031F	0x03E2      	DECF       IntToStr_i_L0+1, 1
;__Lib_Conversions.c,170 :: 		
0x0320	0x0861      	MOVF       IntToStr_i_L0, 0
0x0321	0x0760      	ADDWF      FARG_IntToStr_output, 0
0x0322	0x0084      	MOVWF      FSR
0x0323	0x302D      	MOVLW      45
0x0324	0x0080      	MOVWF      INDF
L_IntToStr26:
;__Lib_Conversions.c,171 :: 		
L_end_IntToStr:
0x0325	0x0008      	RETURN
; end of _IntToStr
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x0326	0x211F      	CALL       _____DoICP
0x0327	0x118A      	BCF        PCLATH, 3
0x0328	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x0329	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x032A	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x032B	0x0AD3      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x032C	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x032D	0x0AD4      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x032E	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x032F	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x0330	0x2B26      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x0331	0x0008      	RETURN
; end of ___CC2DW
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x0332	0x2B44      	GOTO       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x0333	0x3080      	MOVLW      128
0x0334	0x1283      	BCF        STATUS, 5
0x0335	0x1303      	BCF        STATUS, 6
0x0336	0x00DE      	MOVWF      FARG_Lcd_Out_row
0x0337	0x2B57      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x0338	0x30C0      	MOVLW      192
0x0339	0x00DE      	MOVWF      FARG_Lcd_Out_row
0x033A	0x2B57      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x033B	0x3094      	MOVLW      148
0x033C	0x00DE      	MOVWF      FARG_Lcd_Out_row
0x033D	0x2B57      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x033E	0x30D4      	MOVLW      212
0x033F	0x00DE      	MOVWF      FARG_Lcd_Out_row
0x0340	0x2B57      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x0341	0x3080      	MOVLW      128
0x0342	0x00DE      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,193 :: 		
0x0343	0x2B57      	GOTO       L_Lcd_Out12
L_Lcd_Out11:
0x0344	0x1283      	BCF        STATUS, 5
0x0345	0x1303      	BCF        STATUS, 6
0x0346	0x085E      	MOVF       FARG_Lcd_Out_row, 0
0x0347	0x3A01      	XORLW      1
0x0348	0x1903      	BTFSC      STATUS, 2
0x0349	0x2B33      	GOTO       L_Lcd_Out13
0x034A	0x085E      	MOVF       FARG_Lcd_Out_row, 0
0x034B	0x3A02      	XORLW      2
0x034C	0x1903      	BTFSC      STATUS, 2
0x034D	0x2B38      	GOTO       L_Lcd_Out14
0x034E	0x085E      	MOVF       FARG_Lcd_Out_row, 0
0x034F	0x3A03      	XORLW      3
0x0350	0x1903      	BTFSC      STATUS, 2
0x0351	0x2B3B      	GOTO       L_Lcd_Out15
0x0352	0x085E      	MOVF       FARG_Lcd_Out_row, 0
0x0353	0x3A04      	XORLW      4
0x0354	0x1903      	BTFSC      STATUS, 2
0x0355	0x2B3E      	GOTO       L_Lcd_Out16
0x0356	0x2B41      	GOTO       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x0357	0x035F      	DECF       FARG_Lcd_Out_column, 0
0x0358	0x00F0      	MOVWF      R0
0x0359	0x085E      	MOVF       FARG_Lcd_Out_row, 0
0x035A	0x07F0      	ADDWF      R0, 1
0x035B	0x0870      	MOVF       R0, 0
0x035C	0x00DE      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,196 :: 		
0x035D	0x0870      	MOVF       R0, 0
0x035E	0x00EC      	MOVWF      FARG_Lcd_Cmd_out_char
0x035F	0x207C      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,197 :: 		
0x0360	0x1052      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,198 :: 		
0x0361	0x01E1      	CLRF       Lcd_Out_i_L0
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
0x0362	0x0861      	MOVF       Lcd_Out_i_L0, 0
0x0363	0x0760      	ADDWF      FARG_Lcd_Out_text, 0
0x0364	0x0084      	MOVWF      FSR
0x0365	0x0800      	MOVF       INDF, 0
0x0366	0x1903      	BTFSC      STATUS, 2
0x0367	0x2B70      	GOTO       L_Lcd_Out19
;__Lib_Lcd.c,200 :: 		
0x0368	0x0861      	MOVF       Lcd_Out_i_L0, 0
0x0369	0x0760      	ADDWF      FARG_Lcd_Out_text, 0
0x036A	0x0084      	MOVWF      FSR
0x036B	0x0800      	MOVF       INDF, 0
0x036C	0x00E7      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x036D	0x2126      	CALL       _Lcd_Chr_CP
0x036E	0x0AE1      	INCF       Lcd_Out_i_L0, 1
0x036F	0x2B62      	GOTO       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x0370	0x1452      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x0371	0x0008      	RETURN
; end of _Lcd_Out
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x0372	0x1683      	BSF        STATUS, 5
0x0373	0x1303      	BCF        STATUS, 6
0x0374	0x1188      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x0375	0x1108      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x0376	0x1207      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x0377	0x1287      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x0378	0x1307      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x0379	0x1387      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x037A	0x1283      	BCF        STATUS, 5
0x037B	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x037C	0x1108      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x037D	0x1387      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x037E	0x1307      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x037F	0x1287      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x0380	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x0381	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x0382	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x0383	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x0384	0x1687      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x0385	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x0386	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x0387	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x0388	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x0389	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x038A	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x038B	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x038C	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x038D	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x038E	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x038F	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x0390	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x0391	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x0392	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x0393	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x0394	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x0395	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x0396	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x0397	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x0398	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x0399	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x039A	0x1287      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x039B	0x1787      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x039C	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x039D	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x039E	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x039F	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x03A0	0x1387      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x03A1	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x03A2	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x03A3	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x03A4	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x03A5	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x03A6	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x03A7	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x03A8	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x03A9	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x03AA	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x03AB	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x03AC	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x03AD	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x03AE	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x03AF	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x03B0	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x03B1	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x03B2	0x1207      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x03B3	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x03B4	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x03B5	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x03B6	0x1787      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x03B7	0x1707      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x03B8	0x1687      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x03B9	0x1607      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x03BA	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x03BB	0x207A      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x03BC	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x03BD	0x206F      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x03BE	0x1452      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x03BF	0x0008      	RETURN
; end of _Lcd_Init
_Ltrim:
;__Lib_Conversions.c,372 :: 		
;__Lib_Conversions.c,376 :: 		
0x03C0	0x1283      	BCF        STATUS, 5
0x03C1	0x1303      	BCF        STATUS, 6
0x03C2	0x01DF      	CLRF       Ltrim_trimmed_L0
0x03C3	0x01E0      	CLRF       Ltrim_trimmed_L0+1
;__Lib_Conversions.c,377 :: 		
0x03C4	0x085E      	MOVF       FARG_Ltrim_string, 0
0x03C5	0x00F2      	MOVWF      R2
;__Lib_Conversions.c,378 :: 		
0x03C6	0x085E      	MOVF       FARG_Ltrim_string, 0
0x03C7	0x00F3      	MOVWF      R3
;__Lib_Conversions.c,379 :: 		
L_Ltrim70:
;__Lib_Conversions.c,380 :: 		
0x03C8	0x0872      	MOVF       R2, 0
0x03C9	0x0084      	MOVWF      FSR
0x03CA	0x0800      	MOVF       INDF, 0
0x03CB	0x3A20      	XORLW      32
0x03CC	0x1D03      	BTFSS      STATUS, 2
0x03CD	0x2BD3      	GOTO       L__Ltrim99
0x03CE	0x085F      	MOVF       Ltrim_trimmed_L0, 0
0x03CF	0x0460      	IORWF      Ltrim_trimmed_L0+1, 0
0x03D0	0x1D03      	BTFSS      STATUS, 2
0x03D1	0x2BD3      	GOTO       L__Ltrim99
0x03D2	0x2BE0      	GOTO       L_Ltrim75
L__Ltrim99:
;__Lib_Conversions.c,381 :: 		
0x03D3	0x3001      	MOVLW      1
0x03D4	0x00DF      	MOVWF      Ltrim_trimmed_L0
0x03D5	0x3000      	MOVLW      0
0x03D6	0x00E0      	MOVWF      Ltrim_trimmed_L0+1
;__Lib_Conversions.c,382 :: 		
0x03D7	0x0872      	MOVF       R2, 0
0x03D8	0x0084      	MOVWF      FSR
0x03D9	0x0800      	MOVF       INDF, 0
0x03DA	0x00F0      	MOVWF      R0
0x03DB	0x0873      	MOVF       R3, 0
0x03DC	0x0084      	MOVWF      FSR
0x03DD	0x0870      	MOVF       R0, 0
0x03DE	0x0080      	MOVWF      INDF
0x03DF	0x0AF3      	INCF       R3, 1
;__Lib_Conversions.c,383 :: 		
L_Ltrim75:
;__Lib_Conversions.c,385 :: 		
0x03E0	0x0872      	MOVF       R2, 0
0x03E1	0x00F1      	MOVWF      R1
0x03E2	0x0AF2      	INCF       R2, 1
0x03E3	0x0871      	MOVF       R1, 0
0x03E4	0x0084      	MOVWF      FSR
0x03E5	0x0800      	MOVF       INDF, 0
0x03E6	0x3A00      	XORLW      0
0x03E7	0x1D03      	BTFSS      STATUS, 2
0x03E8	0x2BC8      	GOTO       L_Ltrim70
;__Lib_Conversions.c,386 :: 		
0x03E9	0x085E      	MOVF       FARG_Ltrim_string, 0
0x03EA	0x00F0      	MOVWF      R0
;__Lib_Conversions.c,387 :: 		
L_end_Ltrim:
0x03EB	0x0008      	RETURN
; end of _Ltrim
_Word2Double:
;__Lib_MathDouble.c,1862 :: 		
;__Lib_MathDouble.c,1868 :: 		
0x03EC	0x1283      	BCF        STATUS, 5
;__Lib_MathDouble.c,1869 :: 		
0x03ED	0x1303      	BCF        STATUS, 6
;__Lib_MathDouble.c,1870 :: 		
0x03EE	0x0870      	MOVF       R0, 0
;__Lib_MathDouble.c,1871 :: 		
0x03EF	0x00F8      	MOVWF      R8
